results	1
825071	1	Gold Medal	11	1443	296	East Division
825073	2	Silver Medal	10	1501	253	
825118	3	Silver Medal	9	1036	251	South Division
825070	4	Bronze Medal	9	1045	263	
825149	5	Bronze Medal	9	1232	272	West Division
825274	6	Bronze Medal	9	1336	277	
825124	7	Ranked	9	1407	247	
825086	7	Ranked	9	1423	239	
825156	7	Ranked	9	1385	291	
825087	10	Ranked	8	1039	282	
825131	10	Ranked	8	1126	286	
825072	10	Ranked	8	942	278	
825143	13	Ranked	7	1001	297	
825108	13	Ranked	7	1271	259	Central Division
825094	13	Ranked	7	1203	260	
832194	13	Ranked	7	1258	291	
832196	13	Ranked	7	1227	287	
825148	13	Ranked	7	997	216	
825157	13	Ranked	7	953	298	
825136	13	Ranked	7	1171	212	
825116	13	Ranked	7	992	276	
825141	22	Ranked	6	880	292	
825107	22	Ranked	6	1159	244	
825062	22	Ranked	6	931	249	
825063	22	Ranked	6	952	218	
825133	22	Ranked	6	1054	236	
825269	22	Ranked	6	1008	259	
832804	22	Ranked	6	874	200	
825264	22	Ranked	6	1290	281	
825095	22	Ranked	6	905	256	
825088		Honorable	4	659	231	
825147		Honorable	5	739	248	
825154		Honorable	5	907	213	
825123		Honorable	4	445	172	
825105		Honorable	3	529	263	
825115		Honorable	4	517	295	
825114		Honorable	2	511	287	
825091		Honorable	5	876	240	
825100		Honorable	5	608	256	
825130		Honorable	5	742	283	
825099		Honorable	4	510	194	
825132		Honorable	4	281	159	
825593		Honorable	4	722	289	
825142		Honorable	3	693	198	
830493		Honorable	4	514	221	
823926		Honorable	5	552	174	
825061		Honorable	3	823	297	
825106		Honorable	3	451	162	
825117		Honorable	5	1133	272	
825155		Honorable	4	880	290	
825276		Honorable	4	704	219	
