teams	3
78	241237	9575	Flawless	Taras Shevchenko Kiev National University	TS Kiev NU	UKR
98	241240	9575	Enguany tampoc?	Universitat Politècnica de Catalunya	UP Catalunya	ESP
22	241249	9575	Old Fafhioned Typefetting	Friedrich-Alexander-University Erlangen-Nuremberg	FAU	DEU
50	241228	9575	MAI #9	Moscow Aviation Institute	MAI	RUS
9	241225	9575	Belarusian SUIR 2	Belarusian State University of Informatics and Radioelectronics	BSUIR	BLR
38	241246	9575	Jagiellonian	Jagiellonian University in Krakow	Jagiellonian	POL
44	241250	9575	Omogen Heap	KTH - Royal Institute of Technology	KTH	SWE
75	241218	9575	SPb ITMO University 1	St. Petersburg National Research University of IT, Mechanics and Optics	SPbSU ITMO	RUS
52	241219	9575	Moscow SU Tapirs	Moscow State University	Moscow SU	RUS
99	241238	9575	Unibuc_Infoarena_Coders	University of Bucharest	Bucharest	ROU
61	241239	9575	ONU 1 2/3	Odessa National Mechnikov University	Odessa NU	UKR
120	241244	9575	Warsaw Eagles 2015	University of Warsaw	U Warsaw	POL
17	241241	9575	Sub-ETHa	ETH Zürich	ETH Zürich	CHE
76	241222	9575	SPb SU is a ball	St. Petersburg State University	St. Petersburg SU	RUS
42	241231	9575	Kazan FU #1	Kazan (Volga Region) Federal University	Kazan FU	RUS
66	241221	9575	Saratov SU 2	Saratov State University	Saratov State U	RUS
51	241220	9575	The Moon	Moscow Institute of Physics & Technology	MIPT	RUS
57	241226	9575	MISiS-1	National University of Science and Technology "MISiS"	MISiS	RUS
8	241224	9575	BelarusianSU	Belarusian State University	Belarusian SU	BLR
12	241247	9575	MFF	Charles University in Prague	Charles U - Prague	CZE
106	241248	9575	Lambdabamserne	University of Copenhagen	DIKU	DNK
54	241230	9575	#1	National Research University Higher School of Economics	NRU-HSE	RUS
124	241242	9575	Zagreb	University of Zagreb	Zagreb	HRV
7	241229	9575	1C++	Belarusian State Economic University	BSEU	BLR
65	241223	9575	SPb AU 1: Nibbler	Saint Petersburg Academic University – Nanotechnology Research and Education Centre RAS	St. Petersburg AU	RUS
21	241227	9575	Tbilisi FreeUni	Free University of Tbilisi	Free U of Tbilisi	GEO
123	241245	9575	UWr1	University of Wroclaw	U Wroclaw	POL
46	241236	9575	LNU Penguins	Lviv National University	Lviv NU	UKR
59	241232	9575	NU 1	Nazarbayev University	Nazarbayev U	KAZ
79	239610	9577	ANU-Red	The Australian National University	ANU	AUS
82	239612	9577	mikelback	The University of Western Australia	UWA	AUS
115	239611	9577	YujOHappyBot	University of New South Wales	U New South Wales	AUS
102	241385	9571	UCLA Blue	University of California Los Angeles	UCLA	USA
105	240858	9571	Conjurers of Cheap Tricks	University of Chicago	U Chicago	USA
113	240855	9571	Victors	University of Michigan at Ann Arbor	U Michigan	USA
77	240863	9571	Stanford White	Stanford University	Stanford	USA
49	240207	9571	Falcons 1	Messiah College	Messiah College	USA
121	240085	9571	Waterloo Black	University of Waterloo	U Waterloo	CAN
109	240859	9571	Quadrature Rules	University of Illinois at Urbana-Champaign	U Illinois at U-C	USA
36	240860	9571	Run Length Encoding	Iowa State University	Iowa State U	USA
104	240513	9571	UCF Knights	University of Central Florida	U Central Florida	USA
60	240208	9571	Mildcat	Northwestern University	Northwestern	USA
100	240511	9571	U Calgary	University of Calgary	U Calgary	CAN
125	240857	9571	The Traveling Salesmen	Virginia Tech	Virginia Tech	USA
101	240510	9571	Berkeley Blue	University of California at Berkeley	UC Berkeley	USA
25	240865	9571	Yellow Jackets	Georgia Institute of Technology	Georgia Tech	USA
64	240512	9571	Rice Gray	Rice University	Rice	USA
