File_Version	1
132	313275	11735	Yerevan SU 1	Yerevan State University	YSU	ARM	INST-2742
57	313276	11735	Haters	Samara National Research University	Samara University	RUS	INST-8413
78	313277	11735	Tomsk PU 1	Tomsk Polytechnic University	Tomsk PU	RUS	INST-2010
53	313278	11735	Petrozavodsk SU 1	Petrozavodsk State University	Petrozavodsk SU	RUS	INST-1456
42	313279	11735	Moscow SU: Last Hope	Moscow State University	Moscow SU	RUS	INST-1237
45	313280	11735	NRU HSE: Random Shuffle	National Research University Higher School of Economics	NRU-HSE	RUS	INST-3534
52	313281	11735	Perm SU: Indigenous	Perm State University	Perm SU	RUS	INST-1452
74	313579	11742	Cxiv-Dxiv	The University of Tokyo	U Tokyo	JPN	INST-1987
46	313581	11742	AcThPaUNpPuAmCmBkCfEsFmMdNoLr	National Taiwan University	National Taiwan U	TWN	INST-1303
59	313582	11742	ACGTeam	Seoul National University	Seoul National U	KOR	INST-1636
13	313583	11742	CPCU Debuggers	Chulalongkorn University	Chulalongkorn U	THA	INST-3514
47	313584	11742	TeamTam	National University of Singapore	NUS	SGP	INST-1316
108	313585	11742	LINUX	University of Engineering and Technology - VNU	UET - VNU	VNM	INST-3663
35	313586	11742	hYEAHyea	KAIST	KAIST	KOR	INST-1025
77	313587	11742	po	Tokyo Institute of Technology	Titech	JPN	INST-2006
36	313588	11742	Running	Keio University	Keio U	JPN	INST-0997
120	313589	11742	Quiwarriors	University of the Philippines - Diliman	UP Diliman	PHL	INST-2543
96	313590	11742	Awrakin	Universitas Indonesia	UI	IDN	INST-2390
31	313591	11742	mobius_treap	International Institute of Information Technology - Hyderabad	IIIT Hyderabad	IND	INST-0846
12	313592	11742	thirdfloor	Chennai Mathematical Institute	CMI	IND	INST-0273
16	313593	11742	FruitSalad	Dhirubhai Ambani Institute of Information and Communication Technology, Gandhinagar	DA-IICT	IND	INST-3944
44	313594	11742	code_phoenix	National Institute of Technology, Karnataka	NITK	IND	INST-1293
26	313595	11742	Rocket	Indian Institute of Technology - Bombay	IIT Bombay	IND	INST-0724
3	313596	11742	BUET Rayo	Bangladesh University of Engineering and Technology	BUET	BGD	INST-0114
106	313597	11742	DU_Censored	University of Dhaka	U Dhaka	BGD	INST-2366
34	313598	11742	JU_Circavex	Jahangirnagar University	JU	BGD	INST-0935
60	313599	11742	Dog Nine	Shahid Beheshti University	SBU	IRN	INST-1647
63	313600	11742	CrockPot	Sharif University of Technology	Sharif UT	IRN	INST-1677
30	313601	11742	How you doing	International Institute of Information Technology - Bangalore	IIITB	IND	INST-6338
112	313602	11742	The Stars	University of Management and Technology	UMT	PAK	INST-6679
71	313603	11742	The Descendant of Siuwah	The Chinese University of Hong Kong	CUHK	HKG	INST-1942
79	313604	11742	Deep Dark Fantasy	Tsinghua University	Tsinghua	CHN	INST-2039
133	313605	11742	Siunaus	Zhejiang University	Zhejiang U	CHN	INST-2751
6	313607	11742	SaltyFish	Beijing Normal University	BNU	CHN	INST-0134
4	313608	11742	TDL	Beihang University	BUAA	CHN	INST-3120
131	313609	11742	pied piper	Wuhan University	Wuhan U	CHN	INST-2714
5	313611	11742	BIT_Crocodile	Beijing Institute of Technology	BIT	CHN	INST-0133
7	313612	11742	BUPT_Caicai_Musketeers	Beijing University of Posts and Telecommunications	BUPT	CHN	INST-0137
64	313613	11742	doubility	South China University of Technology	South China UT	CHN	INST-1740
48	313614	11742	Three Retired Doge	Northeastern University (China)	NEU	CHN	INST-2825
23	313615	11742	_______	Fuzhou University	Fuzhou U	CHN	INST-0585
25	313616	11742	HDU-SupportOrNot	Hangzhou Dianzi University	Hangzhou Dianzi U	CHN	INST-2956
119	313617	11742	NeshesTeam	University of Tehran	UT	IRN	INST-2528
61	313618	11742	New Meta	Shanghai Jiao Tong University	SJTU	CHN	INST-1663
22	313619	11742	Wood Cube	Fudan University	Fudan U	CHN	INST-0574
62	313620	11742	Wand Maker	Shanghai University	SHU	CHN	INST-1672
51	313621	11742	Red Queen	Peking University	Peking U	CHN	INST-1438
27	313622	11742	Survivor	Indian Institute of Technology - Indore	IIT Indore	IND	INST-5640
28	313633	11742	FacelessMen	Indian Institute of Technology - Kanpur	IIT Kanpur	IND	INST-0727
107	313640	11742	UESTC_Life_and_Lemons	University of Electronic Science and Technology of China	UESTC	CHN	INST-1973
9	313718	11742	gungnir	Bina Nusantara University	Binus	IDN	INST-0161
103	313719	11738	Bruins	University of California Los Angeles	UCLA	USA	INST-2339
97	313724	11742	575.cpp	University of Aizu	U Aizu	JPN	INST-1962
